student_id,course_id,enrollment_date,grade
7906,632,2025-02-20,D
8305,435,2025-01-28,C
5374,165,2024-06-16,Q
1906,895,2024-08-23,C
6505,842,2024-12-28,D
3504,230,2024-04-28,Q
5383,183,2024-04-10,B
8938,743,2024-12-22,F
9294,993,2024-02-03,A
1785,42,2024-07-08,F
9368,949,2024-06-03,C
8228,782,2023-03-31,D
7903,812,2023-09-09,A
1398,587,2024-10-09,F
8158,197,2024-04-06,C
9835,225,2023-05-31,B
4087,971,2024-03-26,D
5373,683,2023-04-22,F
882,97,2024-09-03,F
7150,363,2024-05-12,D
3562,124,2023-07-25,C
298,825,2023-04-21,D
4658,994,2023-10-28,A
1545,174,2023-11-26,B
7195,322,2024-04-10,Q
219,306,2023-11-11,Q
2475,16,2024-06-21,B
7348,312,2023-04-22,B
8527,322,2025-02-20,A
6869,927,2025-02-01,F
1286,155,2023-12-29,C
2645,550,2024-04-29,Q
4794,506,2024-07-23,D
7781,205,2024-06-28,D
9677,759,2024-07-05,B
716,538,2023-09-18,C
4573,924,2023-08-04,C
1427,564,2024-07-23,F
6740,14,2025-01-30,Q
4109,468,2024-05-08,A
4272,371,2024-06-07,B
6787,338,2024-10-08,Q
1533,11,2024-03-22,F
7611,7,2023-06-15,D
5299,138,2024-12-19,A
7107,661,2023-03-27,C
7533,745,2023-06-12,C
3870,530,2024-04-29,Q
8094,273,2024-07-12,D
1881,635,2023-07-01,A
6519,804,2023-09-14,B
7733,753,2023-12-14,C
7525,203,2024-10-13,Q
3962,911,2024-10-30,F
425,845,2024-02-23,F
8815,731,2024-10-30,F
2278,940,2024-02-02,D
2709,895,2025-01-11,Q
418,447,2024-01-19,F
3138,876,2023-11-09,A
5215,293,2024-12-14,D
1119,513,2024-10-31,D
870,528,2024-07-23,A
2234,158,2024-10-03,A
2176,76,2024-01-26,F
8699,462,2023-06-30,D
4581,910,2024-10-05,C
3894,814,2024-07-05,Q
6536,308,2025-02-07,F
5321,226,2025-02-05,B
206,115,2023-10-04,F
8614,454,2024-09-11,F
9279,10,2025-02-08,D
1314,965,2023-08-31,C
1969,924,2024-08-04,C
9825,342,2024-11-10,C
2848,979,2025-02-08,C
8128,324,2023-10-14,F
6991,552,2024-10-08,D
3146,768,2024-02-20,F
5008,701,2023-05-10,D
2918,194,2023-06-11,Q
5162,128,2024-12-14,Q
4713,270,2023-04-18,C
6661,673,2023-05-11,B
9711,948,2024-04-08,A
6229,315,2024-10-03,F
6639,550,2024-05-03,F
6502,257,2024-03-06,Q
951,555,2023-10-10,C
1379,685,2024-11-27,B
8210,197,2023-11-23,D
3458,438,2024-08-13,B
3547,903,2024-01-15,A
3439,75,2023-05-22,Q
5097,505,2023-06-25,F
8802,150,2023-06-17,Q
1622,870,2023-05-05,C
7405,677,2024-03-12,D
3864,41,2024-04-02,A
3939,942,2024-06-21,B
9197,931,2024-08-31,B
5774,88,2023-12-05,B
8035,439,2024-04-01,Q
1439,485,2024-02-26,D
8677,334,2024-11-30,C
1037,548,2023-11-29,Q
2962,153,2024-07-14,D
9156,818,2023-04-23,F
3987,342,2023-08-08,C
4353,535,2023-09-07,C
1272,644,2024-05-14,D
5307,935,2023-04-22,A
5985,146,2023-11-01,B
2535,128,2023-12-24,B
7758,623,2024-08-01,F
928,41,2024-07-31,A
8555,490,2023-08-19,B
5468,746,2025-03-10,D
505,626,2023-09-12,A
4365,926,2024-04-27,A
4018,439,2023-12-01,B
5569,18,2024-04-25,C
5105,196,2024-08-23,Q
6799,580,2024-09-20,C
18,593,2023-11-27,F
3709,542,2024-04-25,D
4264,933,2023-08-05,B
3189,18,2024-10-10,Q
6517,936,2025-02-23,B
6688,364,2024-02-01,B
7539,344,2023-07-12,Q
1235,310,2024-06-10,F
2196,969,2023-11-29,A
7771,984,2024-05-22,F
673,441,2024-01-03,Q
5240,998,2024-04-08,F
5733,968,2023-05-17,B
3428,61,2023-03-20,D
4392,431,2024-04-18,D
3688,105,2024-01-18,C
5300,60,2024-08-23,A
668,187,2025-02-15,F
8760,483,2025-03-13,D
9316,916,2024-08-20,A
15,6,2025-02-14,F
3184,848,2024-06-08,A
5863,92,2024-11-06,C
9917,491,2024-03-20,D
7621,167,2024-04-01,Q
3100,68,2023-11-14,Q
7773,184,2024-01-19,Q
2947,276,2023-08-14,F
5328,814,2023-11-18,C
4646,504,2025-02-06,F
4810,246,2025-03-01,A
9174,288,2023-07-01,B
3709,575,2023-11-13,A
8005,895,2024-02-10,D
5487,838,2023-10-05,B
8985,187,2024-06-10,D
6580,332,2024-03-31,C
9377,359,2023-11-03,C
7790,501,2024-08-22,C
5535,570,2023-12-24,D
6581,652,2024-06-27,D
4032,852,2024-05-03,Q
7055,237,2024-03-30,F
6327,142,2024-02-14,D
874,842,2024-07-11,A
3802,579,2024-12-22,F
9038,477,2023-10-03,D
5259,582,2024-10-25,B
8515,288,2023-05-07,Q
3245,16,2023-05-26,B
433,492,2024-05-22,Q
7763,41,2024-01-02,C
2631,529,2024-04-24,F
398,367,2024-06-22,Q
8015,651,2024-09-25,A
1977,46,2024-02-24,B
2697,898,2023-08-31,C
4667,634,2025-01-04,D
4090,57,2024-03-22,D
8391,763,2024-11-04,A
1651,229,2023-05-31,D
8133,42,2025-03-03,C
3923,737,2023-12-20,B
9113,902,2024-09-22,A
4017,336,2023-08-03,B
4061,373,2025-02-20,D
9008,91,2023-08-24,F
2568,589,2023-05-18,A
3407,937,2024-03-24,D
4711,444,2024-05-05,A
521,757,2024-12-23,Q
696,416,2023-03-28,B
6441,46,2024-09-29,D
718,764,2023-06-27,C
1576,875,2023-04-02,C
752,696,2023-04-30,D
3374,839,2023-11-15,C
6644,536,2023-08-07,D
8464,793,2024-12-13,F
9585,580,2024-09-30,A
4115,381,2024-07-19,B
7354,173,2024-02-11,C
864,246,2024-08-27,C
6932,965,2023-06-22,D
1079,847,2023-09-15,F
27,73,2023-03-31,F
3337,284,2023-05-07,D
624,382,2024-03-08,C
7722,710,2024-12-02,F
8212,537,2024-08-12,A
3829,711,2024-04-14,B
1348,437,2023-03-30,C
750,331,2025-03-02,A
6536,932,2024-10-24,Q
5465,923,2025-01-12,C
767,888,2024-06-28,D
5647,380,2024-01-22,A
3824,235,2023-08-11,C
9829,489,2024-09-11,D
7050,784,2023-04-03,D
8531,327,2024-04-29,B
6915,470,2024-12-23,Q
4049,429,2023-11-04,F
7878,306,2024-12-20,B
5915,906,2024-04-04,Q
482,263,2024-03-12,A
4725,446,2023-11-07,A
6150,74,2024-07-23,C
3622,126,2024-11-12,D
1044,650,2024-10-12,Q
5076,102,2023-09-18,Q
2748,152,2023-08-01,B
7357,377,2023-11-08,B
3669,884,2024-02-10,B
1162,770,2024-04-14,B
6058,946,2024-06-25,B
3106,224,2024-09-21,Q
1822,709,2023-10-04,F
9082,785,2023-11-26,Q
4378,414,2023-06-17,C
2718,107,2023-11-23,F
8273,918,2024-02-26,D
453,629,2023-04-14,Q
5385,442,2023-12-13,F
8402,562,2025-02-18,C
6733,358,2024-08-03,B
7732,69,2023-07-15,C
2567,772,2024-05-22,B
3341,504,2024-11-03,D
5726,273,2024-09-06,F
6660,674,2024-12-21,F
8963,575,2025-02-05,F
5538,641,2023-03-28,F
1259,241,2024-04-12,D
4611,515,2025-01-16,A
5110,955,2025-02-09,B
2443,646,2025-01-09,F
5336,481,2024-06-18,A
2636,623,2023-05-19,B
3950,487,2025-03-16,Q
1412,916,2023-07-21,F
4380,324,2024-11-10,D
4554,44,2025-02-27,A
4768,170,2023-11-19,F
6222,887,2023-11-13,D
4682,816,2024-07-27,A
876,359,2024-12-19,B
4155,713,2023-07-07,Q
9040,765,2023-07-22,D
3212,651,2025-01-16,B
6627,98,2024-03-03,B
7873,530,2024-09-23,B
5895,901,2024-12-11,F
5685,599,2023-12-10,C
9090,74,2024-07-23,B
3587,834,2024-06-09,B
666,10,2023-12-07,Q
4140,44,2023-09-04,F
8622,141,2023-04-16,B
5777,370,2024-03-13,C
397,520,2024-11-15,A
5250,624,2024-09-25,F
8774,615,2023-07-14,F
882,760,2024-05-23,B
5349,446,2023-06-06,D
5822,288,2023-11-09,Q
1504,407,2024-02-15,A
7227,682,2023-06-29,C
5814,691,2024-05-07,C
686,598,2023-11-25,Q
3565,614,2024-09-03,A
4503,514,2024-01-01,C
5704,73,2023-11-16,D
8367,93,2023-11-04,Q
7995,158,2023-12-03,B
244,473,2023-09-18,A
1230,993,2023-04-15,A
1771,539,2024-04-22,A
8014,302,2023-11-26,B
6879,191,2024-04-13,F
5116,802,2024-03-25,Q
943,516,2024-05-14,B
7438,43,2024-03-18,D
4611,154,2024-01-28,B
8069,578,2024-02-13,F
7240,759,2023-06-13,Q
681,224,2024-07-12,C
8704,535,2024-06-20,A
3564,689,2024-06-21,C
4515,134,2024-06-10,F
6824,756,2023-11-26,A
803,614,2023-07-24,D
1888,754,2024-07-18,B
6951,576,2023-09-03,Q
472,823,2023-10-27,C
4331,354,2024-08-15,A
7932,96,2024-11-01,C
8654,639,2023-08-06,C
707,26,2024-11-14,A
5029,250,2024-07-23,B
101,913,2023-10-25,D
908,439,2024-08-10,A
4848,490,2024-02-24,A
7354,939,2025-01-13,C
4515,879,2024-07-26,B
6112,643,2023-06-26,F
3756,807,2024-12-20,C
2980,657,2023-10-03,A
6895,461,2024-05-07,C
3100,14,2024-01-15,A
2072,113,2023-08-04,A
8196,849,2024-10-09,F
9956,153,2023-04-10,F
578,804,2025-01-05,Q
9321,209,2023-05-06,B
2201,302,2023-10-16,F
1233,583,2024-12-08,D
9356,977,2023-10-08,C
1149,608,2024-02-25,A
9752,167,2024-08-06,D
9567,634,2025-03-17,A
850,427,2023-03-24,Q
4173,11,2024-02-01,A
1661,128,2025-02-10,A
7466,204,2023-04-24,D
6512,593,2024-04-05,Q
8969,116,2024-08-11,F
1466,295,2023-08-06,D
4097,676,2023-06-04,C
670,707,2024-12-14,Q
5786,411,2024-03-26,D
6987,644,2024-09-03,D
7717,18,2023-06-04,Q
2842,392,2024-07-07,D
3698,170,2025-01-21,F
2427,904,2024-11-22,D
2605,466,2024-08-19,A
3503,822,2023-04-07,F
4408,340,2024-06-25,B
197,943,2024-03-15,B
8192,134,2024-10-03,C
7120,223,2023-05-13,Q
8505,906,2024-05-31,Q
2070,74,2023-05-13,A
9796,849,2024-05-18,D
3226,811,2024-06-04,A
2916,239,2025-01-09,C
9072,785,2024-01-24,D
5551,594,2023-11-06,Q
7641,570,2024-11-25,F
3136,308,2023-08-31,B
4916,593,2024-12-15,Q
7610,206,2024-12-28,F
7942,174,2024-04-21,Q
8148,109,2023-05-26,B
2901,995,2023-07-01,A
54,810,2024-10-27,A
80,661,2024-04-01,F
3539,310,2024-09-24,D
8581,651,2024-12-19,F
6424,183,2024-05-14,A
6685,704,2025-01-04,C
363,527,2024-05-08,F
6292,508,2023-11-25,D
4871,706,2023-10-16,A
8863,786,2023-08-10,F
8628,155,2023-06-28,C
1935,802,2023-07-31,A
8144,923,2023-05-22,D
8018,374,2024-07-30,F
2358,620,2024-03-08,B
4901,261,2025-03-09,A
5643,553,2024-09-27,B
4641,594,2024-06-24,C
3187,664,2024-10-01,A
7461,365,2024-05-19,A
1496,99,2023-03-21,C
5145,583,2024-07-14,Q
2428,960,2025-01-22,C
3564,348,2024-08-29,D
380,991,2025-02-27,A
9358,201,2025-03-18,A
9182,174,2024-04-09,F
2777,691,2023-06-01,F
2793,450,2024-01-22,D
4936,274,2023-05-22,A
4323,870,2023-03-24,Q
9032,329,2025-03-03,A
8701,100,2024-07-27,C
1230,214,2024-04-21,C
6464,385,2023-11-11,B
1432,604,2025-03-03,D
579,259,2024-07-21,Q
4556,945,2024-05-26,B
8617,687,2025-03-14,F
544,500,2023-09-26,A
8486,689,2024-03-28,B
130,323,2024-06-03,B
8936,996,2025-02-13,C
9194,305,2024-02-02,Q
6143,752,2024-06-15,B
6075,205,2024-06-07,C
1820,530,2024-09-17,A
1558,844,2024-04-08,C
8298,534,2023-08-14,B
5812,984,2024-10-18,B
6040,557,2024-05-19,C
5898,773,2023-12-10,D
9788,26,2024-03-27,B
6379,443,2024-02-07,D
429,835,2024-07-12,A
8636,726,2023-09-16,C
9981,743,2024-09-12,Q
1845,396,2024-08-08,B
9645,442,2024-07-17,C
5879,745,2024-05-27,F
4973,84,2025-01-12,D
4315,734,2025-01-22,F
3999,281,2024-04-09,D
8298,913,2024-03-03,F
8940,426,2024-10-19,B
5318,283,2023-08-17,F
4267,407,2023-08-23,D
6605,466,2024-12-25,F
1069,805,2023-11-28,D
3301,687,2023-07-31,F
1488,119,2024-09-01,C
1053,822,2023-03-29,D
7985,900,2024-03-21,A
2199,692,2023-08-03,C
6944,773,2024-09-12,Q
5665,851,2024-11-14,D
4191,74,2023-06-05,D
8001,94,2023-12-12,Q
8024,446,2025-02-18,B
4359,906,2023-12-17,C
3166,185,2024-11-03,Q
8625,780,2023-07-04,B
2527,908,2023-11-30,C
7428,365,2024-05-28,D
2139,251,2024-02-09,A
5904,12,2024-06-30,C
613,820,2024-05-02,B
5304,91,2024-08-01,A
328,102,2023-05-08,D
9782,938,2024-08-16,A
8695,965,2024-05-06,C
656,167,2023-06-04,D
5776,534,2024-11-10,F
1502,543,2023-07-02,Q
4072,166,2024-08-24,F
9354,24,2024-07-22,C
950,380,2024-01-24,F
1094,362,2024-07-24,A
9872,322,2023-11-26,D
7582,661,2024-01-12,Q
8231,384,2024-02-15,D
1081,463,2024-08-25,A
237,641,2023-11-30,B
2640,688,2024-08-22,F
5023,752,2025-02-24,D
1008,307,2023-05-11,Q
4796,193,2025-02-01,D
2019,199,2023-04-13,D
8336,414,2023-10-26,D
9382,520,2024-12-22,A
2382,908,2023-08-20,A
880,597,2023-12-27,F
4922,201,2024-01-23,A
9201,517,2023-09-04,Q
1682,707,2024-07-12,A
1777,719,2023-08-03,A
2954,828,2023-12-21,B
8439,455,2023-11-27,D
8534,149,2025-03-04,A
7896,245,2023-03-26,B
2442,9,2024-08-14,A
4677,544,2024-10-16,B
5644,906,2024-09-22,A
91,702,2024-02-11,A
4219,283,2023-08-05,B
2088,243,2023-04-14,Q
8824,66,2024-07-25,B
9080,242,2024-06-20,C
8083,732,2023-08-26,A
2347,188,2024-03-19,C
6305,209,2025-03-03,C
2663,782,2025-01-27,A
652,914,2023-04-05,Q
4274,723,2024-06-15,B
5416,623,2023-12-03,D
2442,560,2024-03-17,B
9961,245,2024-11-28,Q
4390,513,2024-03-07,C
3395,105,2024-10-13,B
7855,834,2023-09-09,B
4927,121,2023-10-15,A
501,957,2024-06-10,B
3677,51,2024-07-02,C
2343,230,2024-10-03,D
4669,402,2024-12-02,A
1009,580,2024-05-09,C
3932,611,2024-05-14,D
6066,798,2023-07-18,D
3323,947,2023-12-11,F
9353,769,2024-08-31,C
1720,696,2023-11-26,F
2076,583,2024-05-14,A
3731,124,2024-01-25,D
2751,715,2023-10-21,Q
6403,578,2023-11-14,B
2641,252,2023-10-28,A
1154,632,2024-02-16,C
9594,594,2024-12-19,B
1225,164,2023-06-12,D
2087,388,2024-11-03,B
3517,512,2023-06-03,Q
7733,421,2025-03-08,A
4365,517,2024-07-06,F
9700,719,2024-11-04,C
8318,553,2025-01-17,D
3141,195,2025-01-09,Q
6459,722,2023-03-21,Q
5686,475,2024-03-07,Q
3560,664,2024-07-25,C
711,100,2024-08-03,Q
5906,931,2023-05-03,Q
7417,566,2023-08-11,B
5851,416,2023-11-19,F
6379,213,2024-04-24,F
4420,537,2025-01-20,C
8848,987,2024-01-15,Q
4717,708,2024-09-16,A
2450,770,2024-11-27,Q
9833,744,2024-09-01,Q
6513,449,2023-09-03,D
1226,867,2025-02-04,B
8230,792,2024-12-20,A
6594,822,2023-06-27,A
9435,155,2023-03-22,C
493,610,2025-01-30,B
7992,481,2024-02-24,C
2950,366,2023-04-14,Q
9284,965,2024-10-29,D
7553,239,2023-08-30,F
8506,30,2024-06-13,D
831,464,2023-10-26,B
3837,651,2023-05-18,B
2894,976,2023-07-20,C
1648,899,2024-05-01,Q
6520,808,2024-05-30,C
5181,52,2024-11-29,F
5552,501,2024-11-18,B
9467,173,2023-08-23,A
7454,459,2024-08-09,Q
284,921,2023-11-19,Q
5445,741,2025-01-31,F
2074,349,2024-04-28,Q
6129,647,2024-07-05,D
9044,121,2023-07-22,A
1231,599,2024-04-28,Q
1073,153,2025-01-29,C
7181,962,2024-08-23,Q
4416,858,2025-01-26,Q
5910,698,2023-04-30,B
37,676,2023-12-28,Q
8134,476,2023-04-02,F
4874,938,2024-05-06,B
7094,732,2023-09-29,B
5285,997,2023-07-26,F
2071,977,2024-10-03,C
6400,922,2024-02-12,B
8084,673,2024-07-24,F
7861,869,2023-08-08,C
7501,282,2024-12-07,B
679,299,2023-11-26,B
5997,763,2025-02-12,B
7782,204,2023-07-06,A
1151,111,2023-05-06,C
4581,80,2023-06-03,B
6020,772,2023-11-20,A
1511,322,2024-10-06,A
7493,384,2023-11-05,B
3535,123,2023-11-28,A
5651,312,2024-05-17,C
5388,20,2024-06-22,C
2056,582,2024-12-21,B
3172,352,2023-08-26,A
7667,804,2023-09-29,C
8364,763,2024-08-22,Q
9746,616,2023-05-19,C
6568,634,2023-08-14,Q
8685,655,2024-01-16,A
737,334,2023-05-15,A
5369,994,2024-06-10,A
2227,566,2023-11-08,B
3166,738,2023-06-29,B
8538,32,2023-09-26,Q
3114,27,2025-02-17,A
7657,491,2023-04-16,A
1869,40,2024-06-25,B
1733,513,2024-07-24,B
6308,393,2023-10-21,C
4975,795,2024-05-25,F
6457,110,2023-07-26,F
6092,868,2024-07-26,Q
4971,143,2024-11-16,B
5618,325,2025-01-26,B
1586,389,2025-03-09,B
4992,166,2024-06-14,F
2924,901,2023-05-20,F
3555,351,2024-06-25,F
9511,950,2025-02-03,Q
4158,653,2023-11-16,Q
1421,808,2024-12-29,C
4914,394,2023-10-24,A
8192,514,2025-03-16,C
810,800,2024-06-25,F
7876,285,2025-01-08,B
6612,123,2024-04-24,A
3504,337,2023-05-02,Q
6353,667,2023-09-23,B
6714,444,2023-08-18,F
9834,694,2023-12-25,D
402,500,2023-10-20,A
8995,159,2023-03-21,B
2101,424,2024-10-08,A
1333,634,2024-09-01,B
6677,748,2023-11-01,A
1619,983,2024-01-20,A
575,636,2023-08-23,C
5835,970,2024-08-10,F
7610,391,2023-04-29,F
2122,98,2023-12-18,B
11,563,2024-12-27,C
4357,177,2023-05-09,F
6523,297,2025-03-07,F
9984,88,2024-03-01,F
5700,666,2025-01-05,B
240,505,2024-02-13,C
3169,916,2023-09-10,C
3086,364,2023-11-12,D
5485,437,2024-07-15,Q
4713,176,2024-03-07,D
7198,381,2024-11-08,C
6369,131,2024-03-11,B
483,822,2023-08-22,C
2825,851,2024-10-16,Q
8102,785,2023-04-02,C
798,979,2023-12-09,D
5931,140,2024-11-08,B
9688,668,2024-07-25,A
9415,585,2024-06-17,D
5936,324,2023-10-08,B
9207,297,2024-04-26,D
8545,943,2024-09-13,B
2882,628,2023-09-24,B
8142,181,2023-12-25,D
9947,416,2023-07-08,F
208,956,2024-12-17,D
2848,525,2023-08-31,F
7084,607,2024-10-06,D
7133,210,2025-02-26,Q
8703,461,2024-07-22,A
6223,495,2024-09-15,F
3475,231,2024-03-14,B
6774,178,2024-09-10,A
2973,75,2023-11-12,C
5124,713,2023-06-29,C
7327,895,2025-02-11,A
9887,776,2025-02-22,C
8815,995,2024-06-06,D
8136,513,2023-12-09,Q
976,869,2024-07-07,A
4388,449,2023-07-20,A
2569,128,2023-08-03,B
5745,966,2023-08-06,A
5968,410,2023-10-11,A
4375,894,2024-08-25,A
8186,87,2023-10-21,B
97,151,2023-06-27,A
6286,177,2024-06-27,Q
2297,314,2023-06-05,Q
7027,201,2024-10-11,C
3730,520,2023-06-07,F
775,95,2023-11-18,D
284,855,2023-04-06,B
9349,465,2023-03-28,A
262,290,2025-01-02,F
1349,997,2024-08-30,F
8446,879,2023-07-10,D
5365,519,2024-05-03,B
7050,871,2023-12-24,Q
3613,73,2023-04-17,A
895,628,2023-05-24,C
7618,590,2023-12-03,D
6246,348,2025-03-09,B
3066,216,2024-02-22,F
3075,734,2024-01-07,B
9154,686,2024-10-06,C
1335,174,2023-05-31,D
3652,973,2024-07-08,B
7773,624,2023-06-08,Q
1078,397,2024-12-23,B
8189,2,2024-02-10,B
6223,822,2025-02-07,A
5644,840,2024-03-14,F
4413,738,2023-10-31,A
830,824,2023-05-19,B
6865,366,2023-11-02,D
9178,285,2023-06-25,D
8334,203,2023-03-30,C
2271,407,2025-01-11,C
4337,181,2025-01-13,B
7014,640,2024-05-24,C
9878,511,2024-08-11,B
4423,46,2023-05-29,B
9800,406,2024-04-07,F
2694,869,2024-04-11,A
6874,780,2024-07-30,A
9731,603,2024-08-26,C
5598,234,2024-10-01,C
7546,16,2024-02-11,F
5209,155,2023-04-19,A
3955,224,2024-05-21,Q
4342,286,2023-12-30,D
5335,45,2023-06-18,Q
432,341,2023-05-08,Q
5383,277,2024-01-03,D
1591,20,2024-03-04,Q
2466,4,2024-10-24,C
3535,160,2023-11-17,C
453,118,2024-04-13,Q
689,186,2024-06-26,B
2394,687,2024-12-20,A
1757,69,2024-04-08,D
1127,8,2023-06-05,C
5412,457,2024-04-26,A
2915,810,2025-02-01,Q
7212,211,2023-06-12,Q
8793,33,2024-09-17,F
9529,250,2023-04-30,A
748,538,2024-03-13,A
1116,767,2023-09-07,B
554,45,2025-02-04,F
3546,457,2025-01-26,B
5325,882,2023-05-07,A
1957,691,2025-02-09,D
3267,599,2024-10-09,C
4433,248,2024-06-22,A
4119,477,2024-01-17,Q
5139,162,2024-08-01,D
6977,76,2024-02-13,C
520,431,2024-10-19,Q
7758,737,2023-11-17,F
8811,580,2023-06-05,C
9181,678,2024-03-27,F
6950,863,2024-10-30,C
8871,840,2025-01-13,F
9251,40,2024-06-05,C
6483,964,2023-06-16,C
5419,968,2024-07-21,A
6306,604,2024-02-01,C
5297,872,2023-11-01,C
4487,464,2023-06-16,C
365,270,2023-11-24,Q
322,739,2024-06-28,Q
3726,55,2024-10-10,C
7745,15,2023-11-29,B
8057,176,2023-07-02,D
5652,270,2024-11-12,A
2295,578,2023-06-10,F
2961,67,2023-09-12,D
3365,208,2025-01-19,D
2409,787,2023-10-28,B
9022,395,2024-10-19,B
5149,942,2025-01-14,C
4,541,2023-10-06,B
5691,110,2024-04-11,C
9872,473,2023-08-01,B
3743,422,2024-12-17,B
3909,80,2024-04-22,D
1474,408,2023-12-07,C
8682,354,2024-07-07,Q
6742,95,2024-12-30,A
9327,372,2024-06-09,C
8267,340,2025-03-08,C
167,863,2024-05-10,Q
5817,731,2023-10-18,C
6009,216,2024-09-02,F
2075,53,2024-01-05,F
1653,334,2024-10-03,F
1585,908,2024-03-31,F
1852,497,2024-12-15,A
6310,700,2023-07-14,A
9345,702,2024-11-09,D
93,597,2024-03-18,F
6661,311,2024-01-29,D
5318,17,2023-04-20,B
2767,645,2023-10-23,F
5977,921,2023-09-23,D
3144,949,2025-01-01,D
3304,635,2023-08-12,C
4938,386,2024-08-23,A
3644,652,2025-02-21,D
2284,800,2024-04-08,Q
1217,974,2023-12-25,F
2778,392,2023-09-29,D
608,518,2023-08-19,D
5824,815,2024-04-01,D
3895,172,2023-09-17,A
3258,711,2023-08-24,C
6979,592,2024-05-13,B
1282,659,2023-09-30,D
3595,259,2023-12-03,Q
4034,708,2024-08-16,Q
3910,15,2023-11-30,B
6489,976,2024-10-15,F
8171,57,2024-06-11,Q
1979,537,2024-07-20,B
5074,173,2023-03-26,C
5450,606,2024-12-28,A
2113,35,2023-05-10,C
8036,299,2024-10-11,C
690,782,2023-08-13,D
7442,590,2023-12-08,A
7161,475,2024-11-25,Q
8582,3,2025-02-14,B
6958,873,2023-12-27,F
6342,489,2023-12-26,Q
8405,770,2024-11-09,F
4621,811,2024-06-13,D
6399,834,2024-04-14,D
9513,661,2024-08-17,Q
2851,136,2023-12-29,Q
2560,686,2025-01-07,D
6577,552,2023-11-12,D
4696,689,2024-06-12,D
6644,356,2024-03-16,A
4236,833,2023-08-17,Q
2278,876,2025-02-19,A
5140,230,2023-09-21,F
9837,29,2024-04-23,D
1450,905,2023-12-27,A
1539,472,2025-02-10,Q
92,275,2023-05-03,A
5109,981,2024-11-06,C
3904,981,2023-08-20,C
2860,952,2024-10-05,Q
1407,914,2024-05-07,F
8016,482,2024-12-13,D
4884,924,2023-12-25,C
3168,537,2024-04-01,D
5526,973,2023-07-13,C
8953,669,2025-01-28,B
9840,111,2023-07-14,C
1950,108,2023-12-11,B
3754,449,2024-07-08,F
1915,398,2023-11-23,D
8251,811,2024-12-19,Q
2172,582,2024-08-31,A
4488,976,2023-04-03,C
2461,609,2023-05-06,A
3237,226,2023-12-28,Q
7558,836,2023-11-01,C
3275,676,2023-05-11,Q
1293,156,2024-02-05,D
3289,454,2024-07-21,F
3219,526,2023-06-18,C
3734,422,2024-09-05,B
8902,563,2024-09-29,Q
2885,585,2024-02-08,B
7231,984,2024-07-09,C
1698,270,2024-10-25,Q
1570,818,2023-05-13,D
827,119,2024-09-20,D
8458,320,2023-05-04,B
6757,431,2024-03-01,F
8103,551,2024-06-20,F
4522,54,2023-12-11,D
1868,123,2024-04-04,F
