course_id,title,credits,department_id,instructor_id
313,Introduction to Most,2,93,964
314,Introduction to Thus,4,71,232
315,Introduction to Sign,3,55,636
316,Introduction to Herself,1,87,956
317,Introduction to Many,4,57,614
318,Introduction to Hard,3,30,761
319,Introduction to Type,2,71,21
320,Introduction to Current,3,64,893
321,Introduction to Goal,2,67,484
322,Introduction to Pass,2,98,964
323,Introduction to Budget,4,34,715
324,Introduction to Hope,1,67,622
325,Introduction to Next,1,49,407
326,Introduction to Century,4,43,493
327,Introduction to Election,3,63,630
328,Introduction to Coach,3,3,444
329,Introduction to Notice,4,15,485
330,Introduction to Bill,2,53,905
331,Introduction to Girl,4,28,1
332,Introduction to Week,2,18,896
333,Introduction to Civil,4,22,727
334,Introduction to Admit,1,47,789
335,Introduction to Build,2,29,153
336,Introduction to Her,1,88,236
337,Introduction to Smile,1,90,374
338,Introduction to Member,1,15,558
339,Introduction to Wish,3,60,440
340,Introduction to Color,2,52,219
341,Introduction to Specific,4,45,418
342,Introduction to On,2,97,297
343,Introduction to Couple,4,20,746
344,Introduction to Environmental,4,34,778
345,Introduction to Suffer,3,40,869
346,Introduction to According,4,57,643
347,Introduction to Open,4,61,882
348,Introduction to Candidate,2,2,423
349,Introduction to Remember,2,52,972
350,Introduction to Performance,3,77,248
351,Introduction to Song,3,3,732
352,Introduction to Meet,3,19,996
353,Introduction to Need,2,54,985
354,Introduction to Group,4,97,872
355,Introduction to Summer,2,1,465
356,Introduction to Throw,4,73,390
357,Introduction to Behind,2,19,180
358,Introduction to Us,1,72,503
359,Introduction to Number,1,36,682
360,Introduction to Plan,3,65,299
361,Introduction to Light,1,39,473
362,Introduction to Ground,4,19,548
363,Introduction to Newspaper,3,99,353
364,Introduction to Amount,1,77,656
365,Introduction to Peace,4,41,825
366,Introduction to Would,4,53,322
367,Introduction to Pm,2,61,705
368,Introduction to Friend,3,83,4
369,Introduction to Shoulder,2,40,212
370,Introduction to Hand,2,31,985
371,Introduction to Half,2,36,792
372,Introduction to Garden,4,89,731
373,Introduction to Marriage,3,95,530
374,Introduction to There,1,19,685
375,Introduction to Hospital,1,81,679
376,Introduction to Fish,4,95,750
377,Introduction to Night,1,95,473
378,Introduction to Former,3,49,695
379,Introduction to Analysis,4,29,744
380,Introduction to Compare,1,83,250
381,Introduction to Economic,4,68,644
382,Introduction to Me,2,21,659
383,Introduction to End,2,83,448
384,Introduction to Everybody,4,12,470
385,Introduction to Real,2,97,668
386,Introduction to Listen,4,43,263
387,Introduction to Board,4,69,763
388,Introduction to Until,1,52,403
389,Introduction to Yard,4,70,650
390,Introduction to Phone,4,13,384
391,Introduction to Party,1,76,904
392,Introduction to Painting,2,31,759
393,Introduction to Believe,2,94,419
394,Introduction to Side,2,99,848
395,Introduction to Dark,3,78,5
396,Introduction to Company,4,54,442
397,Introduction to Wait,4,81,745
398,Introduction to Clearly,4,78,181
399,Introduction to Case,3,48,407
400,Introduction to Enough,3,3,911
401,Introduction to Quickly,1,34,375
402,Introduction to Box,4,39,269
403,Introduction to Agree,2,22,3
404,Introduction to Which,4,80,887
405,Introduction to Matter,1,3,627
406,Introduction to Paper,2,32,664
407,Introduction to Take,3,89,185
408,Introduction to System,2,30,593
409,Introduction to Memory,1,9,3
410,Introduction to Piece,2,52,730
411,Introduction to Start,1,50,775
412,Introduction to Cup,3,26,623
413,Introduction to Model,2,30,778
414,Introduction to Black,1,3,862
415,Introduction to Whole,4,66,385
416,Introduction to Again,2,39,490
417,Introduction to Window,2,90,656
418,Introduction to History,4,45,193
419,Introduction to Task,4,14,19
420,Introduction to Or,3,54,102
421,Introduction to Design,3,90,797
422,Introduction to Culture,3,30,779
423,Introduction to Recently,3,87,392
424,Introduction to See,2,74,621
425,Introduction to Reduce,4,52,656
426,Introduction to Tonight,1,12,621
427,Introduction to Power,4,51,479
428,Introduction to Foreign,3,96,84
429,Introduction to Organization,1,42,45
430,Introduction to Brother,4,59,745
431,Introduction to Bar,4,50,998
432,Introduction to Degree,1,38,914
433,Introduction to Today,3,65,655
434,Introduction to Necessary,4,80,151
435,Introduction to Determine,1,94,879
436,Introduction to Address,3,3,458
437,Introduction to Together,2,36,375
438,Introduction to School,2,25,561
439,Introduction to Trial,2,35,234
440,Introduction to Just,2,4,100
441,Introduction to Local,1,45,97
442,Introduction to Discover,2,87,284
443,Introduction to Structure,1,51,995
444,Introduction to Near,4,97,805
445,Introduction to Both,4,6,397
446,Introduction to Race,4,52,699
447,Introduction to Value,1,91,637
448,Introduction to Cell,3,43,232
449,Introduction to Than,4,36,944
450,Introduction to Reason,4,13,163
451,Introduction to Team,2,69,904
452,Introduction to Create,4,15,187
453,Introduction to Here,1,46,350
454,Introduction to Keep,4,18,164
455,Introduction to Accept,1,8,423
456,Introduction to Product,4,100,603
457,Introduction to Program,4,53,358
458,Introduction to Bed,1,93,978
459,Introduction to One,2,48,69
460,Introduction to No,1,46,736
461,Introduction to Process,3,81,204
462,Introduction to Edge,3,12,313
463,Introduction to Public,3,43,311
464,Introduction to Play,3,19,408
465,Introduction to Technology,4,98,645
466,Introduction to He,3,55,642
467,Introduction to Section,1,27,125
468,Introduction to Continue,3,19,756
469,Introduction to Order,4,83,898
470,Introduction to Teach,3,50,386
471,Introduction to Score,1,51,929
472,Introduction to Teacher,3,86,394
473,Introduction to Especially,2,33,836
474,Introduction to Action,1,51,144
475,Introduction to Think,2,95,82
476,Introduction to Chair,2,94,294
477,Introduction to West,3,72,315
478,Introduction to Become,1,51,328
479,Introduction to Scientist,3,1,453
480,Introduction to Good,4,91,282
481,Introduction to Trade,2,76,88
482,Introduction to Fund,2,86,596
483,Introduction to Kitchen,3,99,209
484,Introduction to This,4,7,60
485,Introduction to Eye,1,70,930
486,Introduction to Hold,2,40,138
487,Introduction to Head,2,77,456
488,Introduction to High,2,80,223
489,Introduction to Threat,2,61,892
490,Introduction to Floor,1,55,339
491,Introduction to Push,1,46,247
492,Introduction to More,1,49,852
493,Introduction to Success,1,32,196
494,Introduction to Prove,4,1,115
495,Introduction to Movement,1,10,477
496,Introduction to Agency,4,73,137
497,Introduction to Along,2,80,742
498,Introduction to Tend,2,6,377
499,Introduction to Whatever,4,56,331
500,Introduction to Study,1,61,70
501,Introduction to Child,4,61,211
502,Introduction to Ok,1,98,14
503,Introduction to Baby,2,96,112
504,Introduction to Social,1,32,528
505,Introduction to Surface,2,8,737
506,Introduction to Government,4,79,219
507,Introduction to Talk,2,12,208
508,Introduction to Gun,4,24,364
509,Introduction to Usually,3,6,73
510,Introduction to Moment,4,92,662
511,Introduction to Include,1,12,973
512,Introduction to Forget,3,24,720
513,Introduction to Read,2,69,42
514,Introduction to Affect,3,13,516
515,Introduction to Answer,3,31,83
516,Introduction to Drive,3,61,851
517,Introduction to Per,4,88,863
518,Introduction to Campaign,4,40,803
519,Introduction to Beautiful,4,38,967
520,Introduction to Road,2,6,65
521,Introduction to Quality,4,37,735
522,Introduction to Medical,1,92,9
523,Introduction to Air,3,30,818
524,Introduction to Director,1,53,545
525,Introduction to Letter,4,25,634
526,Introduction to Face,1,76,375
527,Introduction to Hear,1,34,238
528,Introduction to Large,4,77,764
529,Introduction to Parent,1,64,391
530,Introduction to Whom,1,57,590
531,Introduction to Lose,3,72,645
532,Introduction to Cold,4,95,899
533,Introduction to American,3,73,416
534,Introduction to Research,4,81,874
535,Introduction to The,3,68,883
536,Introduction to New,3,90,834
537,Introduction to Miss,2,3,958
538,Introduction to Church,2,68,303
539,Introduction to City,1,51,418
540,Introduction to Message,1,58,849
541,Introduction to Learn,4,3,767
542,Introduction to Beyond,3,41,729
543,Introduction to Single,1,39,209
544,Introduction to Every,3,84,867
545,Introduction to All,2,43,24
546,Introduction to Option,1,26,69
547,Introduction to Staff,2,37,57
548,Introduction to Mrs,2,100,225
549,Introduction to Past,1,47,854
550,Introduction to Risk,3,63,204
551,Introduction to Animal,2,2,908
552,Introduction to Mention,2,79,716
553,Introduction to Long,1,69,336
554,Introduction to Character,2,44,644
555,Introduction to Consider,2,69,257
556,Introduction to Ago,1,55,945
557,Introduction to Yourself,4,61,215
558,Introduction to Control,4,21,504
559,Introduction to Apply,3,64,844
560,Introduction to Approach,2,57,726
561,Introduction to Right,1,12,884
562,Introduction to Try,4,61,126
563,Introduction to Month,4,23,660
564,Introduction to Can,3,76,359
565,Introduction to Citizen,2,55,366
566,Introduction to World,1,63,577
567,Introduction to Third,2,47,781
568,Introduction to Lead,3,3,667
569,Introduction to Page,2,60,328
570,Introduction to Financial,1,47,719
571,Introduction to Your,4,9,755
572,Introduction to Well,2,89,189
573,Introduction to Fear,3,70,914
574,Introduction to Contain,1,31,985
575,Introduction to Evidence,2,57,359
576,Introduction to Front,1,42,199
577,Introduction to Always,2,71,797
578,Introduction to War,4,10,31
579,Introduction to Beat,3,59,430
580,Introduction to Him,3,35,866
581,Introduction to Participant,4,65,188
582,Introduction to Market,2,27,365
583,Introduction to Record,1,43,742
584,Introduction to Feeling,2,13,446
585,Introduction to Artist,1,44,312
586,Introduction to Operation,1,15,365
587,Introduction to Chance,4,74,459
588,Introduction to Receive,4,60,587
589,Introduction to Modern,1,25,742
590,Introduction to Almost,4,68,238
591,Introduction to Everyone,3,52,473
592,Introduction to Wonder,1,64,979
593,Introduction to Generation,2,29,521
594,Introduction to Understand,1,94,57
595,Introduction to Federal,4,55,293
596,Introduction to Happy,4,75,840
597,Introduction to If,3,80,518
598,Introduction to Simply,4,10,849
599,Introduction to Eight,3,99,701
600,Introduction to Perform,2,22,106
601,Introduction to Sound,3,41,661
602,Introduction to Throughout,3,25,518
603,Introduction to May,3,47,416
604,Introduction to Prevent,3,23,435
605,Introduction to Heart,3,16,716
606,Introduction to Agreement,4,30,832
607,Introduction to Policy,4,79,59
608,Introduction to Direction,1,74,255
609,Introduction to Support,4,80,523
610,Introduction to Likely,1,51,559
611,Introduction to Attention,2,58,245
612,Introduction to Myself,1,46,885
613,Introduction to Anything,3,95,437
614,Introduction to Why,2,18,186
615,Introduction to Daughter,3,35,768
616,Introduction to Factor,4,68,877
617,Introduction to When,4,76,522
618,Introduction to Toward,3,23,859
619,Introduction to Popular,2,53,511
620,Introduction to Seem,2,64,202
621,Introduction to Difficult,4,60,209
622,Introduction to Thousand,1,70,293
623,Introduction to Two,2,4,798
624,Introduction to Blood,3,49,683
625,Introduction to Put,1,5,851
626,Introduction to Produce,2,55,943
627,Introduction to Wear,1,100,721
628,Introduction to Maybe,3,25,942
629,Introduction to Mr,3,15,872
630,Introduction to First,2,52,365
631,Introduction to Although,2,41,373
632,Introduction to Speech,1,30,963
633,Introduction to Certain,2,29,382
634,Introduction to Sit,1,62,582
635,Introduction to Between,2,42,559
636,Introduction to Free,3,18,649
637,Introduction to Whose,3,86,746
638,Introduction to Join,3,53,374
639,Introduction to Shake,2,74,296
640,Introduction to Interview,2,34,127
641,Introduction to Actually,1,32,58
642,Introduction to Rate,3,21,781
643,Introduction to Serious,2,55,119
644,Introduction to Food,2,71,640
645,Introduction to Crime,3,73,606
646,Introduction to Rich,3,40,541
647,Introduction to Full,2,72,188
648,Introduction to Realize,2,72,538
649,Introduction to Way,2,61,623
650,Introduction to Investment,2,7,252
651,Introduction to Debate,3,35,277
652,Introduction to Name,3,71,683
653,Introduction to Officer,3,24,817
654,Introduction to Often,1,14,771
655,Introduction to Somebody,4,4,432
656,Introduction to Decide,1,65,223
657,Introduction to Time,2,55,303
658,Introduction to Look,4,42,412
659,Introduction to Television,1,77,609
660,Introduction to Million,1,94,207
661,Introduction to People,4,23,412
662,Introduction to Truth,2,41,804
663,Introduction to Court,1,23,263
664,Introduction to Travel,3,84,848
665,Introduction to Stage,1,44,587
666,Introduction to Language,2,38,239
667,Introduction to Manager,4,64,727
668,Introduction to Make,1,22,673
669,Introduction to Effect,1,3,521
670,Introduction to Upon,2,32,357
671,Introduction to Enjoy,1,4,760
672,Introduction to Have,1,30,473
673,Introduction to Themselves,3,45,28
674,Introduction to Blue,3,32,196
675,Introduction to Life,2,56,264
676,Introduction to Own,3,30,656
677,Introduction to Red,1,54,54
678,Introduction to It,2,35,224
679,Introduction to Last,2,100,826
680,Introduction to Total,1,38,478
681,Introduction to Bad,4,32,838
682,Introduction to Police,2,7,582
683,Introduction to Career,3,41,403
684,Introduction to Improve,3,66,628
685,Introduction to Hour,2,94,530
686,Introduction to Administration,4,70,267
687,Introduction to Station,1,69,754
688,Introduction to Item,2,95,101
689,Introduction to Same,4,17,3
690,Introduction to Several,4,100,874
691,Introduction to Best,4,21,533
692,Introduction to Card,4,5,651
693,Introduction to Seven,3,5,92
694,Introduction to Fire,4,96,187
695,Introduction to Ability,1,92,176
696,Introduction to Force,1,37,813
697,Introduction to Town,3,48,172
698,Introduction to Important,3,80,478
699,Introduction to Consumer,3,68,560
700,Introduction to Who,2,21,312
701,Introduction to Eat,1,92,864
702,Introduction to Kid,2,60,96
703,Introduction to And,1,70,10
704,Introduction to Woman,4,49,435
705,Introduction to Son,4,62,800
706,Introduction to Three,1,45,121
707,Introduction to Respond,2,79,960
708,Introduction to Ten,4,70,276
709,Introduction to Safe,4,95,110
710,Introduction to Better,2,91,964
711,Introduction to Pressure,3,12,254
712,Introduction to Example,1,68,645
713,Introduction to North,2,36,356
714,Introduction to Set,3,28,838
715,Introduction to Billion,3,89,959
716,Introduction to Development,4,78,721
717,Introduction to Mother,4,38,274
718,Introduction to Visit,2,56,202
719,Introduction to Work,4,42,53
720,Introduction to Source,4,83,27
721,Introduction to Dog,4,88,936
722,Introduction to View,1,3,424
723,Introduction to As,2,86,737
724,Introduction to Fly,4,55,488
725,Introduction to Conference,3,46,838
726,Introduction to Test,1,2,451
727,Introduction to House,3,16,123
728,Introduction to Wind,1,55,704
729,Introduction to Price,3,37,731
730,Introduction to Where,3,71,594
731,Introduction to Democrat,2,45,551
732,Introduction to Scene,4,87,806
733,Introduction to Positive,3,69,652
734,Introduction to Relationship,2,3,582
735,Introduction to Already,4,9,9
736,Introduction to Whether,4,3,663
737,Introduction to Magazine,3,14,2
738,Introduction to White,3,19,4
739,Introduction to Run,4,23,81
740,Introduction to Politics,4,25,98
741,Introduction to Theory,2,36,171
742,Introduction to Mouth,3,25,378
743,Introduction to Recent,2,19,422
744,Introduction to Thank,2,50,392
745,Introduction to Tough,3,85,148
746,Introduction to Spring,4,22,147
747,Introduction to Mean,4,18,425
748,Introduction to Rule,4,74,610
749,Introduction to Ready,4,82,362
750,Introduction to Guy,4,12,890
751,Introduction to Exactly,1,5,453
752,Introduction to Challenge,3,21,487
753,Introduction to Reflect,2,3,328
754,Introduction to Serve,4,51,149
755,Introduction to Check,4,71,539
756,Introduction to Hotel,1,19,222
757,Introduction to Room,3,4,783
758,Introduction to Provide,1,13,407
759,Introduction to Executive,4,96,17
760,Introduction to Machine,3,96,267
761,Introduction to Different,4,95,863
762,Introduction to Recognize,1,48,987
763,Introduction to Around,2,84,180
764,Introduction to Boy,4,69,985
765,Introduction to Watch,3,57,571
766,Introduction to Nearly,4,89,642
767,Introduction to Among,2,42,729
768,Introduction to Property,1,43,210
769,Introduction to Do,1,8,228
770,Introduction to Close,2,61,460
771,Introduction to Far,3,87,713
772,Introduction to Man,2,43,944
773,Introduction to Walk,2,92,496
774,Introduction to Even,3,19,38
775,Introduction to Soldier,3,53,249
776,Introduction to Once,1,69,352
777,Introduction to National,4,88,590
778,Introduction to They,2,61,750
779,Introduction to List,4,22,806
780,Introduction to Find,4,49,104
781,Introduction to Of,1,69,653
782,Introduction to At,2,65,55
783,Introduction to Establish,1,86,916
784,Introduction to Subject,4,4,802
785,Introduction to Onto,3,34,944
786,Introduction to Term,3,20,383
787,Introduction to Else,1,60,812
788,Introduction to Born,4,92,71
789,Introduction to Move,2,18,467
790,Introduction to Buy,2,50,912
791,Introduction to Rock,2,46,800
792,Introduction to Base,2,44,278
793,Introduction to Country,4,21,953
794,Introduction to Outside,3,92,438
795,Introduction to Science,4,13,178
796,Introduction to Special,1,92,559
797,Introduction to Image,2,28,873
798,Introduction to How,2,81,983
799,Introduction to Response,3,97,672
800,Introduction to Now,3,70,126
801,Introduction to Trouble,4,77,158
802,Introduction to Capital,3,43,491
803,Introduction to Rest,3,25,128
804,Introduction to Mission,3,5,378
805,Introduction to Meeting,3,65,814
806,Introduction to Represent,4,43,268
807,Introduction to Bag,3,40,775
808,Introduction to Law,2,67,109
809,Introduction to Still,1,89,463
810,Introduction to Dream,3,10,945
811,Introduction to Person,1,92,179
812,Introduction to Main,4,98,462
813,Introduction to Its,4,58,265
814,Introduction to Stop,3,34,226
815,Introduction to Discussion,1,78,373
816,Introduction to Choice,3,61,328
817,Introduction to Thought,4,70,232
818,Introduction to Day,1,65,450
819,Introduction to Skill,3,92,933
820,Introduction to Arm,4,72,958
821,Introduction to Gas,1,12,907
822,Introduction to Claim,4,92,574
823,Introduction to Forward,3,17,648
824,Introduction to Despite,2,71,727
825,Introduction to Five,2,50,645
826,Introduction to Common,2,80,820
827,Introduction to Audience,2,24,653
828,Introduction to Experience,1,38,133
829,Introduction to Clear,1,32,126
830,Introduction to Adult,1,73,358
831,Introduction to Another,2,36,30
832,Introduction to Above,4,22,837
833,Introduction to Suggest,3,28,845
834,Introduction to Out,2,55,81
835,Introduction to South,1,37,996
836,Introduction to My,3,73,432
837,Introduction to Statement,3,46,636
838,Introduction to Ball,1,31,86
839,Introduction to Morning,4,60,789
840,Introduction to Early,2,81,559
841,Introduction to Bring,2,71,158
