student_id,course_id,enrollment_date,grade
9217,884,2024-03-03,A
9636,783,2023-09-27,F
4018,804,2023-07-31,D
5954,294,2024-12-29,D
6749,872,2024-09-25,D
5919,2,2024-11-09,A
5243,470,2023-04-02,A
6348,628,2024-09-13,F
1902,155,2024-08-23,D
5674,521,2023-09-09,B
8369,154,2024-02-08,F
6315,57,2023-09-22,A
189,327,2024-11-26,B
8713,860,2023-03-04,C
5414,931,2023-08-29,F
1682,132,2023-03-04,C
6395,772,2023-05-18,B
3151,438,2023-02-27,B
8043,669,2024-05-10,C
6664,212,2023-04-02,D
6482,788,2023-07-25,B
7821,527,2023-03-15,B
5235,397,2025-01-01,C
7883,106,2023-11-29,B
1021,562,2023-06-13,A
8271,913,2023-06-02,C
3048,399,2023-10-10,A
3451,451,2023-04-26,B
9600,598,2024-01-28,F
8061,49,2023-09-17,F
6901,893,2024-11-24,B
974,866,2024-09-06,F
293,996,2024-09-22,A
7797,763,2024-09-06,F
5076,32,2023-06-20,A
696,304,2025-01-04,A
9085,926,2024-02-17,C
7590,981,2023-11-28,D
6361,832,2023-03-21,B
3894,404,2024-07-18,B
196,406,2024-06-23,F
929,26,2023-06-12,D
7693,441,2023-05-05,C
1885,735,2023-11-06,C
6796,753,2024-01-24,B
2874,199,2024-02-05,B
4627,898,2023-04-01,C
8493,166,2023-10-30,F
6262,511,2023-04-07,D
3865,309,2024-11-06,C
8608,817,2024-10-24,C
5881,384,2024-04-23,F
6136,932,2024-02-20,A
9010,366,2023-07-06,F
4095,626,2024-11-20,B
9245,987,2023-10-09,A
8395,255,2023-10-12,A
9084,158,2023-02-22,D
4163,207,2023-02-25,F
7331,505,2024-10-02,A
9589,838,2023-04-07,B
7728,247,2024-11-15,D
9792,456,2023-11-22,D
2796,383,2023-08-27,F
6948,228,2023-08-14,B
9859,288,2024-07-07,C
429,272,2023-07-13,C
728,915,2024-12-06,B
8455,931,2024-03-22,A
2,444,2023-10-06,C
2763,547,2024-11-06,B
3395,676,2023-10-29,A
8865,848,2024-06-22,C
2334,97,2023-12-09,B
8173,450,2024-07-12,C
2842,722,2023-07-06,F
4760,866,2024-02-10,F
3837,562,2024-12-18,D
4842,606,2023-08-30,C
5755,317,2023-07-06,C
5091,846,2023-04-22,F
4484,595,2024-07-27,B
3324,379,2023-08-01,B
4424,837,2025-02-11,B
3509,881,2024-09-29,F
8481,441,2024-10-18,D
7238,82,2023-11-07,A
1141,797,2023-12-17,F
824,842,2023-12-18,D
8438,138,2023-12-14,B
5645,926,2024-05-11,A
6947,288,2023-03-17,D
9805,201,2024-04-17,B
950,779,2025-01-21,D
2929,671,2024-12-21,B
6633,673,2024-04-13,B
6159,488,2024-11-28,C
3323,53,2023-08-22,F
8926,696,2024-02-15,F
8696,933,2024-01-29,F
8205,153,2025-01-12,C
328,92,2024-01-07,F
1339,505,2023-09-18,D
4527,457,2024-06-14,C
2381,640,2023-08-04,C
7905,918,2025-02-03,B
8979,821,2024-09-24,C
141,145,2024-03-09,A
4360,585,2024-05-22,B
6553,720,2024-09-27,B
9718,732,2023-06-02,D
2986,386,2024-05-05,D
6499,429,2024-06-11,A
7158,726,2024-10-24,B
4011,233,2023-11-12,A
5104,773,2023-07-21,A
3381,204,2023-05-23,F
8937,561,2024-01-19,D
631,265,2024-05-25,A
9402,309,2023-04-14,C
1224,765,2023-05-19,A
2522,712,2024-11-08,F
3414,55,2023-09-14,F
9981,40,2023-08-30,D
4116,557,2023-07-02,D
327,11,2023-04-06,A
7998,667,2024-10-09,A
9719,336,2024-01-03,A
4912,277,2024-08-11,C
146,834,2024-08-12,F
6596,320,2023-09-26,B
7105,861,2023-12-15,A
1026,669,2023-11-14,F
4189,388,2025-01-29,F
1032,691,2024-06-12,A
6735,653,2023-11-08,F
5857,177,2024-03-29,C
8661,343,2024-06-05,C
7596,478,2023-08-06,D
7669,429,2024-03-04,F
5008,373,2024-02-02,F
2939,369,2024-04-09,F
1527,112,2023-10-28,A
9101,634,2023-05-18,C
3255,437,2023-03-31,A
6814,136,2024-06-23,B
9567,750,2023-03-19,A
8461,366,2024-08-16,F
8500,54,2024-05-24,D
3029,517,2024-07-10,C
3052,122,2025-02-07,A
2818,870,2023-06-24,B
8322,115,2025-01-23,C
5316,845,2023-09-16,D
6647,116,2023-07-30,B
4713,757,2024-04-25,A
4215,834,2024-04-22,F
6564,147,2024-10-25,B
3506,662,2024-10-13,B
7932,136,2024-05-10,D
8881,808,2023-08-29,F
3810,137,2023-05-02,F
1481,450,2024-07-03,C
9287,893,2024-03-02,A
4886,426,2023-07-07,C
604,739,2025-01-09,A
1572,411,2023-11-12,B
4777,336,2024-10-25,B
6990,165,2023-06-23,D
6729,496,2023-05-02,D
4854,25,2023-03-26,A
3238,511,2024-07-28,A
3669,29,2024-11-14,C
3021,35,2023-03-23,F
1073,949,2023-02-21,B
1858,680,2023-06-02,F
970,564,2024-03-06,A
3743,389,2023-06-15,F
2781,518,2024-10-25,D
5701,135,2023-10-29,D
811,479,2025-02-11,D
4563,903,2023-04-02,F
4882,718,2023-04-19,A
200,361,2023-06-23,A
5470,729,2024-12-12,A
9398,736,2024-06-18,D
3498,350,2024-01-10,A
5846,721,2023-12-20,C
9520,895,2023-12-07,A
3701,980,2024-12-11,D
360,994,2023-06-07,B
5015,979,2023-09-26,B
2843,194,2024-09-14,C
4721,957,2023-10-18,C
9996,339,2023-10-13,D
1828,943,2024-05-24,A
5675,724,2024-09-16,B
2490,655,2024-07-15,D
2249,860,2024-03-22,F
8026,164,2024-01-03,D
8550,370,2024-11-16,B
4451,751,2023-08-16,F
8943,809,2025-02-05,B
9963,874,2024-06-12,F
3977,867,2024-09-23,A
5698,531,2024-12-06,A
4873,516,2023-05-26,F
2078,486,2023-06-23,A
5603,57,2024-02-23,F
6082,660,2023-12-12,B
2399,347,2023-08-16,D
6374,471,2024-02-21,C
508,80,2024-05-04,F
9534,244,2024-12-10,B
1783,846,2023-04-23,B
8020,458,2023-05-02,F
299,289,2023-04-26,F
8500,404,2024-05-16,F
7043,399,2023-11-02,D
8359,456,2024-05-07,A
6413,8,2024-01-05,C
1216,205,2023-06-05,A
9605,248,2023-10-10,A
1104,183,2023-06-08,C
1238,910,2023-04-16,D
3442,283,2024-07-17,C
6697,857,2024-12-29,A
4770,103,2024-04-29,F
93,730,2023-06-16,C
9501,298,2024-12-31,D
2288,264,2023-07-07,F
5570,303,2024-08-15,A
5223,647,2024-06-18,D
6556,105,2024-08-16,F
504,67,2024-06-16,F
9268,555,2024-11-06,A
9169,816,2024-03-14,D
7761,708,2025-01-13,C
9423,328,2023-04-19,F
4881,788,2024-01-09,A
9382,190,2024-03-10,C
800,407,2024-07-30,B
5424,640,2025-01-25,B
9614,347,2024-08-29,F
2602,322,2024-11-18,F
8010,801,2023-12-24,F
2292,709,2025-02-15,B
8316,173,2023-06-01,A
4331,103,2023-06-12,D
8457,998,2024-01-06,F
4234,41,2023-11-12,D
7347,360,2023-02-23,F
2187,902,2024-08-18,C
5837,464,2023-02-20,A
534,326,2023-12-28,A
4681,158,2024-07-07,D
4376,330,2023-03-10,F
158,925,2024-04-30,A
192,877,2023-11-27,A
9542,607,2023-05-02,B
7928,719,2024-05-22,F
8535,444,2023-12-28,F
3575,269,2024-06-19,C
2080,183,2024-06-09,A
4421,437,2024-05-07,B
3997,818,2024-04-01,C
5565,55,2024-11-04,F
7689,472,2023-11-17,A
2249,269,2024-04-05,F
3154,36,2023-03-31,A
3318,109,2023-05-09,C
372,644,2023-07-09,D
9170,358,2024-04-21,C
967,601,2023-09-09,A
424,361,2024-04-16,D
2417,887,2023-09-17,A
9366,362,2023-08-01,A
2892,206,2023-04-29,A
4361,872,2024-02-26,B
5949,552,2024-07-23,B
9142,492,2023-10-01,B
2493,960,2024-02-11,F
2921,90,2024-02-24,A
5777,210,2024-12-01,A
5060,626,2023-08-31,F
4509,471,2023-05-08,D
8187,14,2025-01-09,D
8589,561,2024-04-30,B
8960,426,2024-07-08,D
158,200,2023-11-13,F
1317,318,2023-02-22,D
4625,340,2024-05-28,D
8826,226,2024-12-01,A
4142,456,2024-10-29,B
6482,489,2024-09-25,A
3664,324,2023-03-25,F
8128,112,2024-05-24,C
58,226,2023-08-04,F
9246,923,2024-12-25,A
8859,694,2024-09-03,B
1548,485,2024-05-29,C
1689,815,2024-09-04,A
1264,279,2024-04-13,B
8499,279,2024-04-23,B
562,700,2024-04-21,D
1088,713,2024-07-11,C
4454,324,2024-10-09,D
1480,390,2025-01-22,D
8016,836,2023-04-25,B
8561,545,2023-07-01,D
8794,491,2023-07-05,D
7395,613,2024-01-27,A
1582,90,2024-07-15,A
6034,401,2023-06-09,B
8524,941,2024-09-12,D
8594,201,2025-01-16,F
3039,903,2024-07-28,B
9279,716,2023-12-24,A
1365,421,2024-04-20,F
9203,843,2023-03-13,D
913,718,2024-12-28,F
9440,75,2023-08-14,F
9142,362,2023-09-20,C
6335,557,2023-09-17,B
2397,951,2025-01-06,F
5471,871,2024-02-04,F
1171,233,2023-07-25,B
1016,743,2024-07-15,B
8663,974,2024-01-31,F
5360,417,2024-01-12,C
4052,865,2024-01-19,F
1232,218,2023-03-08,C
8843,247,2024-12-14,D
6316,696,2025-01-27,F
6124,33,2023-08-08,D
1694,895,2024-11-07,C
1490,316,2023-09-23,F
4122,920,2023-12-11,C
1152,234,2024-10-03,B
2372,34,2024-11-22,A
7081,763,2023-05-27,B
2096,121,2024-05-20,B
5214,419,2024-04-10,F
489,112,2023-10-11,A
5226,421,2023-07-25,D
8711,902,2024-12-28,F
9322,67,2023-09-08,A
762,68,2023-12-28,D
3700,361,2024-08-23,D
4200,282,2025-02-16,A
8986,470,2023-10-26,D
5481,113,2023-04-07,C
325,449,2023-09-22,F
136,139,2024-01-21,F
6673,771,2023-09-02,B
9541,455,2024-09-06,A
1439,543,2023-03-22,A
3746,639,2024-07-04,B
1818,474,2023-04-17,B
9465,427,2023-11-03,A
1508,793,2024-10-22,A
5606,765,2024-12-20,B
1566,257,2024-04-24,A
1535,930,2025-02-08,D
2263,92,2024-10-15,A
766,383,2023-03-15,D
3326,220,2024-03-13,B
9781,971,2023-11-14,A
5376,94,2023-06-07,D
4704,64,2024-06-17,B
9486,767,2024-09-13,A
4398,168,2024-10-29,B
2337,58,2024-09-21,F
6175,982,2023-09-29,D
3091,308,2025-01-03,B
6409,477,2024-09-24,C
5661,620,2023-11-05,F
9788,620,2023-06-24,B
4647,295,2024-03-17,F
996,302,2024-06-16,C
590,626,2024-01-06,C
6961,279,2024-04-28,F
3888,216,2023-09-02,D
4723,224,2024-04-17,C
3190,261,2024-01-18,B
3694,394,2024-10-05,D
9278,10,2024-03-13,D
9723,201,2024-07-17,A
4331,245,2024-07-06,D
5541,396,2024-04-22,C
5491,719,2023-11-14,A
7909,346,2025-02-13,B
9814,427,2023-10-25,A
2979,625,2024-02-20,F
2145,636,2024-06-12,B
5964,73,2024-10-02,C
7352,713,2024-10-15,C
6093,930,2024-12-11,A
4064,508,2024-04-09,B
7963,129,2023-11-24,F
9251,736,2023-05-11,B
8373,606,2023-07-15,D
856,239,2023-12-12,C
8156,810,2024-08-14,F
9098,963,2023-11-09,F
8380,929,2024-06-01,D
9329,635,2023-07-26,C
2448,452,2024-01-05,F
2908,720,2024-08-18,C
5934,460,2024-01-14,F
3277,841,2024-04-18,A
424,515,2024-05-11,C
1223,120,2023-08-27,D
6830,8,2023-06-18,B
4544,793,2024-09-26,A
7511,247,2024-03-25,B
5377,420,2023-09-23,A
9306,620,2023-03-21,B
8387,375,2024-12-08,C
1279,594,2023-08-13,D
335,452,2025-01-17,F
3175,500,2024-09-11,D
528,110,2024-07-23,D
8227,701,2024-08-19,C
7754,337,2023-11-19,F
486,463,2023-12-17,D
3231,39,2023-03-30,F
5294,954,2023-08-22,C
4309,829,2023-04-26,F
6003,828,2024-08-02,D
7707,145,2023-02-21,A
2927,90,2024-06-20,C
9859,432,2023-06-14,F
8077,359,2023-04-04,D
6274,598,2024-12-21,C
4572,190,2024-07-20,F
6198,118,2025-01-20,C
8105,621,2023-11-24,C
3848,389,2024-04-09,A
2963,41,2024-12-30,F
150,35,2025-02-17,F
4656,787,2024-12-04,F
4419,538,2024-10-03,A
8903,454,2024-11-09,F
1224,810,2023-04-23,D
2258,548,2024-08-16,C
4381,678,2023-07-01,F
9516,370,2024-02-04,F
6739,312,2023-10-27,D
1981,147,2023-09-28,D
9255,596,2024-03-20,A
6422,899,2024-07-03,D
611,300,2023-04-08,F
5760,924,2024-06-04,C
3952,420,2025-01-02,D
1892,465,2024-07-18,F
9775,92,2025-01-25,B
3587,636,2024-12-30,C
846,605,2024-01-30,F
2213,987,2023-05-16,D
6163,486,2023-05-12,B
3362,390,2023-09-12,D
8517,430,2024-07-29,F
4526,261,2024-09-23,C
8026,249,2024-06-04,A
540,652,2024-03-29,A
3914,772,2024-12-19,D
3406,281,2023-09-17,F
6068,439,2023-07-17,B
1037,236,2024-09-17,F
7094,872,2024-11-20,A
8465,377,2023-07-01,D
5905,110,2023-07-13,F
5192,971,2023-10-24,B
720,934,2024-10-27,B
8800,16,2024-12-15,D
2907,326,2024-09-13,D
3311,785,2024-01-15,B
9411,433,2024-07-01,D
9116,365,2023-03-04,A
862,317,2024-10-08,F
7185,844,2024-05-28,A
6737,427,2024-10-31,A
5447,719,2023-11-23,A
6509,630,2024-06-14,C
1798,941,2024-05-14,B
7601,494,2023-09-22,D
3358,21,2023-07-02,C
4560,525,2024-02-21,A
9263,881,2024-04-22,B
9666,444,2024-07-10,B
7176,256,2023-10-04,B
6126,132,2023-12-21,C
2729,257,2023-12-29,C
5128,926,2024-08-01,F
5614,755,2024-08-31,B
3039,388,2024-11-29,D
1427,675,2023-06-30,F
8579,245,2024-01-06,A
858,638,2023-12-13,D
3180,144,2023-07-31,C
590,337,2023-11-21,D
2461,775,2024-06-21,A
9019,63,2023-05-02,F
9053,935,2023-10-04,A
8685,873,2024-11-02,A
3084,881,2024-01-05,F
1045,59,2024-01-04,C
3735,1,2024-05-05,F
4354,509,2024-02-08,F
7659,221,2024-06-17,D
6834,170,2023-10-28,D
3908,981,2024-10-31,D
7002,504,2025-01-14,A
7778,225,2024-06-19,A
8228,734,2024-07-03,A
9281,619,2024-01-20,D
4417,974,2024-02-19,F
5025,345,2023-05-24,F
6433,605,2023-12-27,C
883,506,2023-06-24,A
3209,993,2023-05-07,B
5459,768,2023-10-02,C
1123,253,2024-12-09,F
4203,143,2025-01-04,D
6388,433,2023-03-17,F
6073,973,2024-04-25,C
3075,339,2024-01-25,D
7077,828,2025-01-08,C
507,5,2025-01-28,B
7002,419,2024-03-11,A
9306,566,2023-12-21,C
9789,693,2025-01-03,C
1788,125,2024-12-29,D
5349,499,2024-11-02,D
6550,381,2024-09-11,A
8470,841,2023-09-10,A
6117,737,2024-12-18,F
2487,347,2023-09-16,F
9464,672,2023-11-26,D
5845,567,2024-07-07,F
3890,921,2023-05-31,B
8265,232,2024-08-29,D
2576,579,2023-04-08,C
5165,922,2024-05-06,D
5424,670,2023-03-04,C
8488,150,2023-05-06,A
137,563,2023-10-06,F
3642,324,2023-08-25,C
8119,495,2024-04-18,C
396,151,2023-04-21,A
8404,902,2024-06-02,A
7633,488,2024-09-01,B
1891,458,2024-12-20,B
8362,249,2023-08-18,C
8967,156,2023-05-30,D
9705,152,2024-03-28,B
3146,103,2023-10-02,C
3465,83,2024-09-07,F
4729,583,2024-03-15,F
8746,932,2024-07-24,B
3497,327,2023-06-08,C
9267,391,2023-06-14,C
5714,529,2024-12-09,C
8943,781,2024-09-28,D
6152,922,2024-12-07,F
8469,505,2023-11-20,C
1252,388,2023-03-08,B
8386,952,2025-01-01,D
6819,836,2023-11-26,F
9187,659,2023-12-17,F
6542,929,2024-07-19,A
6778,904,2023-10-18,A
750,121,2023-05-19,C
9288,20,2024-06-03,D
516,958,2024-04-25,C
7372,673,2024-06-11,F
3949,780,2023-04-12,C
8230,372,2024-05-07,C
244,563,2023-10-16,C
4158,30,2024-07-17,C
2788,995,2023-04-16,B
3635,293,2024-08-26,F
7579,685,2024-03-09,F
4234,582,2023-04-25,A
4611,464,2024-03-24,A
5268,60,2024-07-01,D
5666,277,2023-05-25,A
1377,640,2024-07-15,A
8790,214,2023-12-10,B
8802,200,2024-05-09,A
7856,546,2023-07-21,B
2821,767,2025-01-24,A
1083,310,2025-01-20,F
8457,615,2024-09-01,C
3648,350,2024-02-11,F
7343,257,2024-01-19,C
5720,478,2023-09-26,A
1522,36,2023-12-01,B
5344,470,2024-01-11,C
4441,19,2024-10-23,F
6701,983,2025-02-06,F
1202,478,2024-12-18,F
4478,270,2023-03-05,C
411,426,2024-08-20,C
1633,994,2024-09-16,C
1717,923,2023-11-27,B
6146,733,2024-12-23,A
9910,533,2023-05-23,A
4184,38,2024-08-28,C
8799,14,2024-06-24,C
8739,737,2024-05-01,B
4082,836,2024-06-15,C
3292,9,2023-07-27,A
5640,77,2023-04-01,D
6542,159,2025-01-07,B
5431,797,2023-06-23,B
4796,789,2024-05-24,D
14,489,2023-10-02,A
5636,991,2023-03-13,F
86,40,2023-07-08,D
7169,204,2023-05-03,C
469,70,2025-01-13,A
205,840,2024-01-20,C
506,156,2024-04-24,B
8259,458,2023-03-17,C
3795,744,2024-12-27,B
1119,931,2023-09-01,D
3383,801,2023-08-23,F
7318,996,2024-10-22,C
1051,921,2024-08-21,B
2767,200,2024-08-20,B
4858,449,2024-07-11,D
2221,956,2023-03-20,F
8724,31,2024-08-26,B
5993,530,2023-12-07,D
9565,854,2023-03-20,C
4646,832,2025-01-17,F
6689,127,2025-02-01,F
447,197,2024-08-26,C
3824,782,2024-12-06,C
5960,168,2025-01-19,F
3875,526,2023-06-20,C
3416,851,2023-09-01,B
9273,657,2023-12-10,F
3285,166,2024-02-01,A
977,247,2023-09-05,B
8976,711,2023-10-08,B
5318,64,2024-08-09,A
8039,39,2023-12-29,F
3752,747,2023-07-30,C
7536,164,2023-11-05,D
7100,739,2023-03-02,C
1093,607,2024-02-02,C
1306,222,2023-11-19,C
5586,790,2023-10-22,A
3640,781,2023-08-10,D
6386,130,2024-11-28,C
7412,989,2023-04-27,A
2813,688,2024-07-28,B
96,224,2023-03-06,B
1867,994,2024-08-04,B
70,332,2024-09-08,C
7051,355,2023-10-19,C
7315,668,2023-04-25,C
7759,723,2023-02-18,A
4297,740,2024-06-20,B
7940,6,2024-05-05,C
4138,255,2024-01-01,F
9264,286,2024-08-31,B
3734,366,2023-05-25,B
3162,700,2023-03-10,A
773,105,2024-07-05,A
3588,24,2024-10-13,A
7034,384,2025-01-10,A
7597,57,2024-01-23,B
4144,111,2023-09-14,B
7454,199,2023-02-27,C
9952,133,2024-08-10,C
3650,109,2024-02-12,B
7650,77,2024-11-04,C
2701,173,2023-08-29,B
7089,226,2023-12-02,D
3185,705,2023-02-23,C
1002,765,2023-11-26,B
9705,428,2024-08-17,B
3941,988,2024-07-07,F
5653,308,2024-02-22,B
1640,402,2024-05-11,B
2386,676,2023-03-10,F
3823,314,2024-07-09,B
6127,187,2023-05-24,F
4425,821,2023-03-29,A
6975,296,2023-03-18,F
5784,410,2024-06-26,D
3708,595,2024-11-25,C
1094,586,2023-10-28,B
3514,156,2024-12-20,D
115,453,2023-09-05,D
3416,412,2024-07-20,A
4374,264,2024-01-29,A
1445,983,2023-12-16,C
7198,348,2023-08-13,A
4038,291,2024-06-08,D
1922,803,2024-04-29,A
6070,189,2023-07-11,D
5534,700,2024-04-21,C
6485,918,2023-04-27,C
7014,180,2024-09-18,C
7869,588,2024-09-27,D
7920,551,2024-10-01,C
2499,158,2024-11-24,B
2323,363,2024-10-04,C
4111,546,2024-03-03,F
1299,296,2024-10-28,C
3886,482,2023-11-27,C
1224,678,2023-03-19,B
986,90,2023-05-27,F
9484,906,2023-05-18,A
774,608,2023-06-30,C
4186,129,2023-09-07,C
6981,957,2023-07-09,F
4871,215,2024-07-10,A
8071,760,2023-10-23,D
633,508,2023-10-14,A
2796,372,2023-04-10,F
6729,728,2024-08-15,D
9898,313,2024-04-24,C
2671,358,2024-06-19,F
3785,774,2023-03-09,F
4599,870,2024-11-20,C
3857,579,2024-07-19,C
2571,537,2023-10-28,A
2425,658,2024-12-09,B
9110,144,2023-07-06,F
3090,19,2023-03-24,C
633,512,2024-03-22,C
1421,135,2024-03-09,F
7601,571,2023-07-02,D
5063,365,2024-08-12,D
5115,844,2024-05-11,A
2841,465,2023-05-02,C
2338,469,2024-05-07,F
7826,924,2024-10-10,B
4464,11,2023-12-05,D
7067,206,2024-12-08,F
2880,491,2024-08-30,D
2006,345,2024-06-01,F
9538,781,2024-12-09,A
7974,449,2023-08-06,A
2950,99,2023-06-10,A
3039,533,2024-06-14,C
5189,789,2024-05-25,F
7589,911,2024-02-16,F
9342,348,2024-04-08,A
1278,198,2024-11-09,F
8695,149,2024-01-27,D
6074,622,2024-08-02,F
793,2,2023-06-23,D
2751,368,2023-03-07,D
5944,937,2024-01-05,C
8309,729,2023-08-23,B
4944,443,2024-06-22,C
6757,390,2024-10-07,C
5149,423,2024-02-02,B
901,566,2024-01-05,B
4710,729,2023-07-24,D
8236,907,2025-01-02,D
6285,880,2024-05-05,D
6700,505,2024-11-22,D
5448,771,2023-04-24,C
4986,495,2024-07-26,C
1164,529,2023-11-01,A
6351,986,2023-04-18,D
9238,250,2023-07-01,B
5320,645,2024-04-07,C
6661,348,2024-09-22,F
7765,488,2023-02-22,F
1273,430,2024-06-18,F
6438,463,2024-03-25,B
9497,612,2024-04-23,B
1003,997,2023-07-03,D
6363,200,2023-04-17,A
8021,928,2023-10-01,C
7481,231,2023-04-05,C
1711,299,2023-03-05,B
1110,291,2024-06-17,C
9537,307,2023-06-30,B
7479,344,2024-01-08,A
6499,819,2024-03-21,A
9560,441,2024-02-26,F
7858,529,2023-12-29,C
9767,490,2024-06-13,D
9385,865,2023-03-12,D
9500,222,2023-10-24,A
9624,391,2024-12-26,F
5758,246,2024-06-01,C
5092,393,2023-11-02,A
1901,338,2024-07-08,D
7838,427,2023-06-21,C
7376,374,2024-01-31,F
5727,997,2024-12-14,D
4117,806,2024-07-28,F
1835,814,2024-04-13,D
3390,559,2023-09-02,D
8233,368,2023-05-14,D
8048,815,2024-02-22,F
3756,642,2024-05-02,F
856,250,2024-02-12,B
9346,176,2023-03-11,C
1890,507,2024-10-12,B
5331,512,2024-01-22,A
9352,451,2023-08-21,C
8583,686,2023-04-20,A
6418,777,2023-05-11,D
3027,730,2023-08-04,B
9812,499,2023-05-17,C
3903,873,2024-01-21,B
717,862,2024-02-09,A
4047,414,2024-12-25,D
990,307,2024-11-30,C
2035,83,2025-01-20,C
1297,592,2025-01-12,A
4417,624,2025-02-02,D
2537,229,2023-02-26,B
1938,968,2024-01-29,F
5476,102,2024-02-25,B
4505,278,2024-01-22,A
6112,78,2024-06-12,A
4283,697,2024-03-31,C
926,465,2023-07-05,B
9707,930,2024-07-29,F
9002,441,2023-09-04,F
1123,63,2024-06-03,B
9797,664,2023-02-20,F
3191,855,2024-02-26,C
2198,400,2024-10-20,D
3713,18,2023-12-06,C
3968,95,2023-03-06,F
1268,984,2024-05-20,C
6535,412,2024-06-24,A
2440,820,2024-02-12,B
1368,835,2024-05-03,B
7621,652,2023-05-19,F
4928,831,2025-02-14,C
535,856,2023-05-25,D
5901,990,2023-07-31,D
4124,655,2024-08-12,A
8531,947,2023-04-25,B
2346,801,2023-05-12,F
6416,436,2024-04-29,F
6420,718,2024-12-24,F
5982,845,2023-05-21,F
9876,508,2023-03-01,D
2444,2,2023-06-07,C
2987,172,2024-06-22,B
4770,134,2024-08-04,C
8737,493,2023-03-15,C
5561,444,2023-02-23,D
8355,213,2023-05-06,C
4328,44,2023-06-09,F
8753,799,2024-09-27,B
5043,513,2025-01-31,A
5224,679,2024-04-15,D
720,676,2023-04-19,A
7452,746,2024-10-23,A
6332,662,2023-05-07,B
3066,29,2024-10-15,C
7785,360,2024-01-28,B
9516,569,2024-07-27,D
8205,448,2023-06-01,C
993,293,2024-02-06,A
2965,846,2023-08-29,A
2991,945,2025-01-26,A
